accession	organism specise	kmerfinder(Com)	kmerfinder(Type)	fIDBAC	ANI(%)
GCA_000430845.1	Chryseobacterium gregarium	Chryseobacterium sp.	Chryseobacterium gregarium	Chryseobacterium gregarium	99.9988
GCA_000430865.1	Deinococcus ficus	Deinococcus ficus	Deinococcus ficus	Deinococcus ficus	100
GCA_000430885.1	Desulfallas alcoholivorax	--	Desulfallas alcoholivorax	Desulfallas alcoholivorax	99.9981
GCA_000438845.1	Clostridioides difficile	Clostridioides difficile	Clostridioides difficile	Peptoclostridium difficile	100
GCA_000439065.1	Prevotella intermedia	Prevotella intermedia	Prevotella intermedia	Prevotella intermedia	99.9999
GCA_000439085.1	Leminorella grimontii	Leminorella richardii	Leminorella grimontii	Leminorella grimontii	100
GCA_000439105.1	Terrisporobacter glycolicus	Romboutsia sp.	Terrisporobacter glycolicus	Terrisporobacter glycolicus	100
GCA_000439125.1	Blautia producta	Blautia producta	Blautia producta	Blautia producta	99.9993
GCA_000472405.1	Cutibacterium acnes	Cutibacterium acnes	Cutibacterium acnes	Cutibacterium acnes	100
GCA_000472485.1	Pontibacter actiniarum	Pontibacter actiniarum	Pontibacter actiniarum	Pontibacter actiniarum	100
GCA_000472905.1	Alicyclobacillus pomorum	--	Alicyclobacillus pomorum	Alicyclobacillus pomorum	100
GCA_000473365.1	Adhaeribacter aquaticus	--	Adhaeribacter aquaticus	Adhaeribacter aquaticus	100
GCA_000474945.1	Solimonas soli	Solimonas sp.	Solimonas soli	Solimonas soli	100
GCA_000482365.1	Porphyromonas uenonis	Porphyromonas asaccharolytica	Porphyromonas asaccharolytica	Porphyromonas uenonis	99.9951
GCA_000482445.1	Xanthomonas oryzae	Xanthomonas oryzae	Xanthomonas oryzae	Xanthomonas oryzae	99.9988
GCA_000482465.1	Runella limosa	Runella sp.	Runella limosa	Runella limosa	99.9985
GCA_000482485.1	Paucisalibacillus globulus	--	Paucisalibacillus globulus	Paucisalibacillus globulus	100
GCA_000482505.1	Leptotrichia trevisanii	Leptotrichia trevisanii	Leptotrichia hofstadii	Leptotrichia trevisanii	99.9968
GCA_000482705.1	Glycomyces arizonensis	Micromonospora sp.	Glycomyces arizonensis	Glycomyces arizonensis	99.9997
GCA_000482725.1	Psychromonas arctica	Vibrio alginolyticus	Psychromonas arctica	Psychromonas arctica	99.999
GCA_000482745.1	Desulfovibrio alaskensis	Desulfovibrio alaskensis	Desulfovibrio alaskensis	Desulfovibrio alaskensis	99.9995
GCA_000482765.1	Meiothermus taiwanensis	Meiothermus ruber	Meiothermus ruber	Meiothermus taiwanensis	99.9985
GCA_000482785.1	Derxia gummosa	Leptothrix cholodnii	Derxia gummosa	Derxia gummosa	99.9993
GCA_000482805.1	Deinococcus murrayi	Deinococcus sp.	Deinococcus murrayi	Deinococcus murrayi	99.9991
GCA_000482825.1	Thermodesulfovibrio islandicus	Thermodesulfovibrio yellowstonii	Thermodesulfovibrio yellowstonii	Thermodesulfovibrio islandicus	100
GCA_000482845.1	Anaerobiospirillum succiniciproducens	--	Anaerobiospirillum succiniciproducens	Anaerobiospirillum succiniciproducens	99.9985
GCA_000482865.1	Actinokineospora inagensis	Alloactinosynnema sp.	Actinokineospora inagensis	Actinokineospora inagensis	100
GCA_000483125.1	Atopobium fossor	--	Atopobium fossor	Atopobium fossor	100
GCA_000483165.1	Acholeplasma multilocale	Mesoplasma syrphidae	Acholeplasma multilocale	Acholeplasma multilocale	100
GCA_000484635.1	Comamonas badia	Comamonas sp.	Comamonas badia	Comamonas badia	100
GCA_000484655.1	Blautia wexlerae	Blautia sp.	Blautia massiliensis	Blautia wexlerae	100
GCA_000484675.1	Bifidobacterium choerinum	Bifidobacterium choerinum	Bifidobacterium choerinum	Bifidobacterium choerinum	100
GCA_000485555.1	Mycoplasma salivarium	Mycoplasma hyosynoviae	Mycoplasma salivarium	Mycoplasma salivarium	100
GCA_000504285.1	Actinospica robiniae	Catenulispora acidiphila	Actinospica robiniae	Actinospica robiniae	100
GCA_000510645.1	Thermicanus aegyptius	--	Thermicanus aegyptius	Thermicanus aegyptius	100
GCA_000510805.1	Ignatzschineria larvae	--	Ignatzschineria larvae	Ignatzschineria larvae	99.9976
GCA_000512735.1	Thermocrinis ruber	Thermocrinis ruber	Thermocrinis ruber	Thermocrinis ruber	100
GCA_000512915.1	Barnesiella viscericola	Barnesiella viscericola	Barnesiella viscericola	Barnesiella viscericola	100
GCA_000515255.1	Rhodovibrio salinarum	--	Rhodovibrio salinarum	Rhodovibrio salinarum	100
GCA_000515355.1	Promicromonospora kroppenstedtii	Isoptericola variabilis	Promicromonospora kroppenstedtii	Promicromonospora kroppenstedtii	99.9996
GCA_000515395.1	Jiangella gansuensis	Kribbella flavida	Jiangella gansuensis	Jiangella gansuensis	100
GCA_000516535.1	Leptotrichia goodfellowii	Leptotrichia goodfellowii	Leptotrichia goodfellowii	Leptotrichia goodfellowii	100
GCA_000517025.1	Halonatronum saccharophilum	--	Halonatronum saccharophilum	Halonatronum saccharophilum	99.9999
GCA_000517065.1	Alkaliflexus imshenetskii	--	Alkaliflexus imshenetskii	Alkaliflexus imshenetskii	100
GCA_000517085.1	Saccharicrinis fermentans	--	Saccharicrinis fermentans	Saccharicrinis fermentans	100
GCA_000517565.1	Desulfurella acetivorans	--	Desulfurella multipotens	Desulfurella acetivorans	100
GCA_000518085.1	Bartonella grahamii	Bartonella grahamii	--	Bartonella grahamii	99.9982
GCA_000518105.1	Bartonella vinsonii	Bartonella vinsonii	Bartonella vinsonii	Bartonella vinsonii	100
GCA_000518125.1	Borrelia coriaceae	Borrelia turicatae	Borrelia coriaceae	Borrelia coriaceae	99.9873
GCA_000518145.1	Vibrio albensis	Vibrio cholerae	Vibrio cholerae	Vibrio albensis	99.9991
GCA_000518165.1	Bartonella elizabethae	Bartonella elizabethae	Bartonella elizabethae	Bartonella elizabethae	99.9999
GCA_000518185.1	Bartonella clarridgeiae	Bartonella clarridgeiae	Bartonella clarridgeiae	Bartonella clarridgeiae	99.9975
GCA_000518205.1	Facklamia sourekii	--	Facklamia sourekii	Facklamia sourekii	99.9999
GCA_000518225.1	Helicobacter pametensis	Helicobacter sp.	Helicobacter pametensis	Helicobacter pametensis	99.998
GCA_000518245.1	Brachyspira alvinipulli	Brachyspira intermedia	Brachyspira alvinipulli	Brachyspira alvinipulli	99.9913
GCA_000518265.1	Actinomadura oligospora	Actinomadura sp.	Actinomadura oligospora	Actinomadura oligospora	100
GCA_000518285.1	Entomoplasma lucivorax	Entomoplasma luminosum	Entomoplasma lucivorax	Entomoplasma lucivorax	100
GCA_000518305.1	Mycoplasma imitans	Mycoplasma gallisepticum	Mycoplasma imitans	Mycoplasma imitans	99.9989
GCA_000518545.1	Hallella seregens	Prevotella dentalis	Prevotella dentalis	Hallella seregens	100
GCA_000518565.1	Thermoanaerobacter thermocopriae	Thermoanaerobacter mathranii	Thermoanaerobacter mathranii	Thermoanaerobacter thermocopriae	99.9968
GCA_000518585.1	Agrobacterium larrymoorei	Agrobacterium larrymoorei	Agrobacterium larrymoorei	Rhizobium larrymoorei	100
GCA_000518605.1	Shewanella fidelis	Shewanella pealeana	Shewanella fidelis	Shewanella fidelis	99.9998
GCA_000518625.1	Roseomonas gilardii	Roseomonas gilardii	Roseomonas gilardii	Roseomonas gilardii	100
GCA_000518645.1	Curvibacter gracilis	Delftia tsuruhatensis	Curvibacter gracilis	Curvibacter gracilis	99.9998
GCA_000518665.1	Microvirga flocculans	Microvirga ossetica	Microvirga flocculans	Microvirga flocculans	100
GCA_000518685.1	Eubacterium xylanophilum	--	Eubacterium xylanophilum	Eubacterium xylanophilum	100
GCA_000518705.1	Shewanella colwelliana	Shewanella marisflavi	Shewanella colwelliana	Shewanella colwelliana	100
GCA_000518725.1	Mesoplasma seiffertii	Mesoplasma syrphidae	Mesoplasma seiffertii	Mesoplasma seiffertii	100
GCA_000518745.1	Phaseolibacter flectens	--	Phaseolibacter flectens	Phaseolibacter flectens	100
GCA_000518765.1	Ruminococcus flavefaciens	--	Ruminococcus flavefaciens	Ruminococcus flavefaciens	99.9989
GCA_000518785.1	Rhizobium selenitireducens	Rhizobium sp.	Rhizobium selenitireducens	Rhizobium selenitireducens	99.9999
GCA_000518805.1	Shewanella waksmanii	Shewanella pealeana	Shewanella waksmanii	Shewanella waksmanii	100
GCA_000518825.1	Mesoplasma chauliocola	Mesoplasma chauliocola	Mesoplasma chauliocola	Mesoplasma chauliocola	99.9894
GCA_000519105.1	Butyricimonas virosa	Butyricimonas faecalis	Butyricimonas faecalis	Butyricimonas virosa	100
GCA_000519125.1	Desulfocurvus vexinensis	Pseudodesulfovibrio aespoeensis	Desulfocurvus vexinensis	Desulfocurvus vexinensis	99.9987
GCA_000519185.1	Paraburkholderia nodosa	Paraburkholderia sp.	Paraburkholderia nodosa	Paraburkholderia nodosa	99.9999
GCA_000519205.1	Amycolatopsis taiwanensis	Amycolatopsis methanolica	Amycolatopsis taiwanensis	Amycolatopsis taiwanensis	100
GCA_000519265.1	Desulfonatronum lacustre	--	Desulfonatronum lacustre	Desulfonatronum lacustre	100
GCA_000519285.1	Thermacetogenium phaeum	Thermacetogenium phaeum	Thermacetogenium phaeum	Thermacetogenium phaeum	99.9947
GCA_000519325.1	Patulibacter minatonensis	Baekduia soli	Patulibacter minatonensis	Patulibacter minatonensis	100
GCA_000519345.1	Deinococcus pimensis	Deinococcus maricopensis	Deinococcus pimensis	Deinococcus pimensis	99.9996
GCA_000526235.1	Acholeplasma granularum	Acholeplasma laidlawii	Acholeplasma granularum	Acholeplasma granularum	100
GCA_000526375.1	Aminiphilus circumscriptus	--	Aminiphilus circumscriptus	Aminiphilus circumscriptus	100
GCA_000526395.1	Aminobacterium mobile	Aminobacterium colombiense	Aminobacterium mobile	Aminobacterium mobile	100
GCA_000526435.1	Caldicoprobacter oshimai	--	Caldicoprobacter oshimai	Caldicoprobacter oshimai	100
GCA_000526675.1	Atopobacter phocae	--	Atopobacter phocae	Atopobacter phocae	100
GCA_000526695.1	Carnimonas nigrificans	--	Carnimonas nigrificans	Carnimonas nigrificans	100
GCA_000526835.1	Entomoplasma somnilux	Entomoplasma somnilux	Entomoplasma somnilux	Entomoplasma somnilux	100
GCA_000526855.1	Entomoplasma luminosum	Entomoplasma luminosum	Entomoplasma luminosum	Entomoplasma luminosum	100
GCA_000526875.1	Leptospira licerasiae	--	Leptospira licerasiae	Leptospira licerasiae	100
GCA_000526895.1	Bartonella doshiae	Bartonella grahamii	Bartonella doshiae	Bartonella doshiae	100
GCA_000526915.1	Mycobacterium genavense	Mycobacterium florentinum	Mycobacterium triplex	Mycobacterium genavense	100
GCA_000526955.1	Mycoplasma cricetuli	Mycoplasma columborale	Mycoplasma cricetuli	Mycoplasma cricetuli	100
GCA_000527155.1	Haloglycomyces albus	--	Haloglycomyces albus	Haloglycomyces albus	100
GCA_000585335.1	Cloacibacillus evryensis	Cloacibacillus porcorum	Cloacibacillus evryensis	Cloacibacillus evryensis	100
GCA_000585375.1	Cryptosporangium arvum	Actinoplanes sp.	Cryptosporangium arvum	Cryptosporangium arvum	100
GCA_000585415.1	Sphingomonas jaspsi	Sphingomonas sp.	Sphingomonas jaspsi	Sphingomonas jaspsi	100
GCA_000597725.1	Sulfurospirillum arcachonense	--	Sulfurospirillum arcachonense	Sulfurospirillum arcachonense	100
GCA_000619805.1	Sulfurihydrogenibium subterraneum	Sulfurihydrogenibium azorense	Sulfurihydrogenibium subterraneum	Sulfurihydrogenibium subterraneum	99.9995
GCA_000619845.1	Alkanindiges illinoisensis	--	Alkanindiges illinoisensis	Alkanindiges illinoisensis	100
GCA_000619885.1	Balneatrix alpica	--	Balneatrix alpica	Balneatrix alpica	99.9986
GCA_000620005.1	Mycoplasma spumans	Mycoplasma maculosum	Mycoplasma spumans	Mycoplasma spumans	99.9911
GCA_000620025.1	Zymobacter palmae	Zymobacter palmae	Zymobacter palmae	Zymobacter palmae	99.9999
GCA_000620045.1	Halomonas halodenitrificans	Halomonas sp.	Halomonas halodenitrificans	Halomonas halodenitrificans	100
GCA_000620065.1	Meiothermus cerbereus	Meiothermus ruber	Meiothermus cerbereus	Meiothermus cerbereus	99.999
GCA_000620085.1	Marinobacterium jannaschii	--	Marinobacterium jannaschii	Marinobacterium jannaschii	100
GCA_000620105.1	Microvirgula aerodenitrificans	Laribacter hongkongensis	Microvirgula aerodenitrificans	Microvirgula aerodenitrificans	100
GCA_000620125.1	Clostridiisalibacter paucivorans	--	Clostridiisalibacter paucivorans	Clostridiisalibacter paucivorans	99.9984
GCA_000620145.1	Deefgea rivuli	--	Deefgea rivuli	Deefgea rivuli	100
GCA_000620305.1	Desulfitibacter alkalitolerans	Thermoclostridium stercorarium	Desulfitibacter alkalitolerans	Desulfitibacter alkalitolerans	99.9939
GCA_000620765.1	Desulfovermiculus halophilus	--	Desulfovermiculus halophilus	Desulfovermiculus halophilus	100
GCA_000620785.1	Pseudonocardia acaciae	Kutzneria albida	Pseudonocardia acaciae	Pseudonocardia acaciae	100
GCA_000620925.1	Conchiformibius steedae	Kingella kingae	Conchiformibius steedae	Conchiformibius steedae	100
GCA_000620945.1	Clostridium viride	Syntrophobotulus glycolicus	Clostridium viride	Clostridium viride	100
GCA_000620965.1	Campylobacter upsaliensis	Campylobacter upsaliensis	Campylobacter upsaliensis	Campylobacter upsaliensis	100
GCA_000620985.1	Brochothrix thermosphacta	Brochothrix thermosphacta	Brochothrix thermosphacta	Brochothrix thermosphacta	99.9999
GCA_000621005.1	Campylobacter cuniculorum	Campylobacter cuniculorum	Campylobacter cuniculorum	Campylobacter cuniculorum	100
GCA_000621025.1	Brackiella oedipodis	--	Brackiella oedipodis	Brackiella oedipodis	99.998
GCA_000621045.1	Acinetobacter baylyi	Acinetobacter baylyi	Acinetobacter baylyi	Acinetobacter baylyi	100
GCA_000621065.1	Acinetobacter tandoii	Acinetobacter sp.	Acinetobacter tandoii	Acinetobacter tandoii	100
GCA_000621085.1	Mycoplasma gallinarum	Mycoplasma gallinaceum	Mycoplasma gallinarum	Mycoplasma gallinarum	100
GCA_000621105.1	Mannheimia granulomatis	Mannheimia granulomatis	Mannheimia granulomatis	Mannheimia granulomatis	100
GCA_000621125.1	Maribacter antarcticus	--	Maribacter antarcticus	Maribacter antarcticus	99.9994
GCA_000621145.1	Desulfobulbus elongatus	--	Desulfobulbus elongatus	Desulfobulbus elongatus	100
GCA_000621165.1	Enterovibrio calviensis	Grimontia hollisae	Enterovibrio calviensis	Enterovibrio calviensis	99.9997
GCA_000621185.1	Franconibacter pulveris	Cronobacter dublinensis	Franconibacter pulveris	Franconibacter pulveris	99.998
GCA_000621205.1	Halotalea alkalilenta	Halotalea alkalilenta	Halotalea alkalilenta	Halotalea alkalilenta	99.9996
GCA_000621225.1	Pseudomonas mosselii	Pseudomonas putida	Pseudomonas entomophila	Pseudomonas mosselii	99.9997
GCA_000621245.1	Pseudomonas monteilii	Pseudomonas sp.	Pseudomonas putida	Pseudomonas monteilii	100
GCA_000621265.1	Pseudomonas fulva	Pseudomonas fulva	Pseudomonas fulva	Pseudomonas fulva	99.9979
GCA_000621285.1	Ruminococcus albus	Ruminococcus albus	Ruminococcus albus	Ruminococcus albus	99.9982
GCA_000621305.1	Thauera linaloolentis	Thauera humireducens	Thauera linaloolentis	Thauera linaloolentis	100
GCA_000621325.1	Thiothrix lacustris	--	Thiothrix lacustris	Thiothrix lacustris	99.9995
GCA_000621345.1	Pseudothermotoga elfii	Pseudothermotoga elfii	Pseudothermotoga elfii	Pseudothermotoga elfii	99.9985
GCA_000621365.1	Legionella geestiana	Legionella geestiana	Legionella geestiana	Legionella geestiana	99.9988
GCA_000621385.1	Legionella cherrii	Legionella cherrii	Legionella cherrii	Legionella cherrii	100
GCA_000621445.1	Bacillus bogoriensis	--	Bacillus bogoriensis	Bacillus bogoriensis	100
GCA_000621485.1	Alkaliphilus transvaalensis	--	Alkaliphilus transvaalensis	Alkaliphilus transvaalensis	100
GCA_000621505.1	Ruminiclostridium cellobioparum	--	Ruminiclostridium cellobioparum	Ruminiclostridium cellobioparum	99.9982
GCA_000621525.1	Legionella fairfieldensis	Legionella spiritensis	Legionella fairfieldensis	Legionella fairfieldensis	99.9974
GCA_000621625.1	Crocinitomix catalasitica	--	Crocinitomix catalasitica	Crocinitomix catalasitica	99.9989
GCA_000621645.1	Vibrio cholerae	Vibrio cholerae	Vibrio cholerae	Vibrio cholerae	99.9995
GCA_000621665.1	Rhizobium undicola	Agrobacterium vitis	Rhizobium undicola	Rhizobium undicola	100
GCA_000621685.1	Legionella sainthelensi	Legionella sainthelensi	Legionella sainthelensi	Legionella sainthelensi	100
GCA_000621705.1	Prolixibacter bellariivorans	--	Prolixibacter bellariivorans	Prolixibacter bellariivorans	100
GCA_000621725.1	Prevotella brevis	Prevotella ruminicola	Prevotella ruminicola	Prevotella brevis	99.9998
GCA_000622145.1	Paracoccus yeei	Paracoccus yeei	Paracoccus mutanolyticus	Paracoccus yeei	99.9996
GCA_000622165.1	Mycoplasma molare	Mycoplasma neurolyticum	Mycoplasma molare	Mycoplasma molare	99.9911
GCA_000622185.1	Legionella lansingensis	Legionella lansingensis	Legionella lansingensis	Legionella lansingensis	100
GCA_000622205.1	Mycoplasma leonicaptivi	Mycoplasma felis	Mycoplasma leonicaptivi	Mycoplasma leonicaptivi	99.996
GCA_000622225.1	Roseomonas mucosa	Roseomonas mucosa	Roseomonas mucosa	Roseomonas mucosa	99.9997
GCA_000685805.1	Psychrobacter phenylpyruvicus	Psychrobacter sp.	Psychrobacter phenylpyruvicus	Psychrobacter phenylpyruvicus	100
GCA_000685885.1	Entomoplasma melaleucae	Entomoplasma melaleucae	Entomoplasma melaleucae	Entomoplasma melaleucae	100
GCA_000685905.1	Mycoplasma pirum	--	Mycoplasma pirum	Mycoplasma pirum	100
GCA_000685985.1	Deinococcus radiodurans	Deinococcus radiodurans	Deinococcus radiodurans	Deinococcus radiodurans	100
GCA_000686045.1	Fodinicurvata fenggangensis	--	Fodinicurvata fenggangensis	Fodinicurvata fenggangensis	100
GCA_000686525.1	Desulfonatronovibrio hydrogenovorans	--	Desulfonatronovibrio hydrogenovorans	Desulfonatronovibrio hydrogenovorans	100
GCA_000686545.1	Mesoplasma syrphidae	Mesoplasma syrphidae	Mesoplasma syrphidae	Mesoplasma syrphidae	99.9994
GCA_000686565.1	Helicobacter bilis	Helicobacter bilis	Helicobacter bilis	Helicobacter bilis	100
GCA_000686585.1	Mycoplasma lipofaciens	Mycoplasma fermentans	Mycoplasma lipofaciens	Mycoplasma lipofaciens	99.9989
GCA_000686605.1	Streptococcus sobrinus	Streptococcus sobrinus	Streptococcus sobrinus	Streptococcus sobrinus	100
GCA_000686625.1	Sphingobacterium thalpophilum	Sphingobacterium thalpophilum	Sphingobacterium thalpophilum	Sphingobacterium thalpophilum	99.9998
GCA_000686645.1	Desulfofundulus thermocisternus	--	Desulfofundulus thermocisternus	Desulfofundulus thermocisternus	99.9983
GCA_000686665.1	Clostridium saccharogumia	Erysipelotrichaceae bacterium	Clostridium saccharogumia	Clostridium saccharogumia	99.9998
GCA_000686705.1	Clostridium hydrogeniformans	--	Clostridium hydrogeniformans	Clostridium hydrogeniformans	100
GCA_000686725.1	Clostridium akagii	--	Clostridium akagii	Clostridium akagii	99.9991
GCA_000686885.1	Flavobacterium sasangense	Flavobacterium haoranii	Flavobacterium sasangense	Flavobacterium sasangense	100
GCA_000686905.1	Marinospirillum insulare	--	Marinospirillum insulare	Marinospirillum insulare	99.9986
GCA_000687165.1	Acidovorax oryzae	Acidovorax avenae	Acidovorax oryzae	Acidovorax oryzae	100
GCA_000687535.1	Helicobacter rodentium	Helicobacter apodemus	Helicobacter rodentium	Helicobacter rodentium	100
GCA_000687735.1	Acholeplasma equifetale	Acholeplasma hippikon	Acholeplasma equifetale	Acholeplasma equifetale	100
GCA_000687755.1	Taylorella asinigenitalis	Taylorella asinigenitalis	Taylorella asinigenitalis	Taylorella asinigenitalis	100
GCA_000687775.1	Mycoplasma felifaucium	Mycoplasma maculosum	Mycoplasma felifaucium	Mycoplasma felifaucium	100
GCA_000687795.1	Mycoplasma testudinis	--	Mycoplasma testudinis	Mycoplasma testudinis	100
GCA_000687815.1	Mycoplasma elephantis	Mycoplasma californicum	Mycoplasma elephantis	Mycoplasma elephantis	100
GCA_000687835.1	Acholeplasma modicum	--	Acholeplasma modicum	Acholeplasma modicum	100
GCA_000687855.1	Mycoplasma glycophilum	Mycoplasma glycophilum	Mycoplasma glycophilum	Mycoplasma glycophilum	100
GCA_000687875.1	Acidocella facilis	Acidiphilium multivorum	Acidocella facilis	Acidocella facilis	100
GCA_000688235.1	Terasakiella pusilla	Terasakiella sp.	Terasakiella pusilla	Terasakiella pusilla	100
GCA_000688255.1	Simplicispira psychrophila	Acidovorax sp.	Simplicispira psychrophila	Simplicispira psychrophila	100
GCA_000688275.1	Pseudomonas plecoglossicida	Pseudomonas plecoglossicida	Pseudomonas putida	Pseudomonas plecoglossicida	100
GCA_000688295.1	Pseudooceanicola nanhaiensis	Roseivivax sp.	Pseudooceanicola nanhaiensis	Pseudooceanicola nanhaiensis	100
GCA_000688395.1	Haematomicrobium sanguinis	Micrococcus luteus	Haematomicrobium sanguinis	Haematomicrobium sanguinis	100
GCA_000688415.1	Corynebacterium pseudodiphtheriticum	--	Corynebacterium pseudodiphtheriticum	Corynebacterium pseudodiphtheriticum	100
GCA_000688435.1	Corynebacterium halotolerans	Corynebacterium halotolerans	Corynebacterium halotolerans	Corynebacterium halotolerans	100
GCA_000688495.1	Acinetobacter towneri	Acinetobacter towneri	Acinetobacter towneri	Acinetobacter towneri	100
GCA_000688515.1	Afifella pfennigii	Stappia indica	Afifella pfennigii	Afifella pfennigii	100
GCA_000690815.1	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	100
GCA_000701265.1	Legionella wadsworthii	Legionella cherrii	Legionella wadsworthii	Legionella wadsworthii	99.9989
GCA_000701405.1	Deinococcus marmoris	Deinococcus sp.	Deinococcus swuensis	Deinococcus marmoris	99.9961
GCA_000701425.1	Deinococcus frigens	Deinococcus sp.	Deinococcus swuensis	Deinococcus frigens	100
GCA_000701445.1	Brevundimonas bacteroides	Brevundimonas subvibrioides	Brevundimonas bacteroides	Brevundimonas bacteroides	100
GCA_000701465.1	Paraoerskovia marina	Cellulosimicrobium cellulans	Paraoerskovia marina	Paraoerskovia marina	100
GCA_000701485.1	Mycoplasma sturni	Mycoplasma columborale	Mycoplasma sturni	Mycoplasma sturni	100
GCA_000701505.1	Dyadobacter crusticola	--	Dyadobacter crusticola	Dyadobacter crusticola	100
GCA_000701525.1	Mesoplasma grammopterae	Mesoplasma florum	Mesoplasma florum	Mesoplasma grammopterae	99.9963
GCA_000701585.1	Acidiphilium angustum	Acidiphilium multivorum	Acidiphilium rubrum	Acidiphilium angustum	100
GCA_000701665.1	Agathobaculum desmolans	--	Agathobaculum desmolans	Agathobaculum desmolans	99.9993
GCA_000701685.1	Gemella sanguinis	Gemella sanguinis	Gemella sanguinis	Gemella sanguinis	99.9997
GCA_000701705.1	Bilophila wadsworthia	--	Bilophila wadsworthia	Bilophila wadsworthia	99.9992
GCA_000701745.1	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	99.9988
GCA_000701785.1	Mycoplasma alvi	--	Mycoplasma alvi	Mycoplasma alvi	100
GCA_000701805.1	Mycoplasma iners	Mycoplasma columbinum	Mycoplasma iners	Mycoplasma iners	99.9992
GCA_000701825.1	Mycoplasma collis	Mycoplasma neurolyticum	Mycoplasma collis	Mycoplasma collis	99.9999
GCA_000701845.1	Mycoplasma columborale	Mycoplasma columborale	Mycoplasma columborale	Mycoplasma columborale	100
GCA_000701865.1	Mycoplasma felis	Mycoplasma felis	Mycoplasma felis	Mycoplasma felis	99.9983
GCA_000702665.1	Desulfovibrio alcoholivorans	Desulfovibrio magneticus	Desulfovibrio alcoholivorans	Desulfovibrio alcoholivorans	100
GCA_000702705.1	Mycoplasma simbae	Mycoplasma bovigenitalium	Mycoplasma simbae	Mycoplasma simbae	100
GCA_000702725.1	Mesoplasma photuris	Mesoplasma syrphidae	Mesoplasma photuris	Mesoplasma photuris	100
GCA_000702745.1	Mycoplasma cloacale	Mycoplasma cloacale	Mycoplasma cloacale	Mycoplasma cloacale	100
GCA_000702765.1	Acholeplasma hippikon	Acholeplasma hippikon	Acholeplasma hippikon	Acholeplasma hippikon	100
GCA_000702785.1	Mycoplasma primatum	Mycoplasma agalactiae	Mycoplasma primatum	Mycoplasma primatum	100
GCA_000702805.1	Mycoplasma anseris	Mycoplasma anseris	Mycoplasma anseris	Mycoplasma anseris	100
GCA_000711715.1	Sphingomonas astaxanthinifaciens	Sphingomonas ginsengisoli	Sphingomonas astaxanthinifaciens	Sphingomonas astaxanthinifaciens	100
GCA_000711725.1	Roseomonas aerilata	Roseomonas gilardii	Roseomonas aerilata	Roseomonas aerilata	100
GCA_000711735.1	Desulfovibrio frigidus	--	Desulfovibrio frigidus	Desulfovibrio frigidus	100
GCA_000711795.1	Vibrio pacinii	Vibrio tubiashii	Vibrio pacinii	Vibrio pacinii	99.9985
GCA_000711805.1	Vibrio rhizosphaerae	Vibrio gazogenes	Vibrio rhizosphaerae	Vibrio rhizosphaerae	99.996
GCA_000711815.1	Pseudothermotoga hypogea	Pseudothermotoga hypogea	Pseudothermotoga hypogea	Pseudothermotoga hypogea	99.9996
GCA_000711825.1	Clostridium aminophilum	--	Clostridium aminophilum	Clostridium aminophilum	100
GCA_000711875.1	Andreprevotia chitinilytica	Chitinolyticbacter meiyuanensis	Andreprevotia chitinilytica	Andreprevotia chitinilytica	100
GCA_000711885.1	Chromobacterium haemolyticum	Chromobacterium haemolyticum	Chromobacterium haemolyticum	Chromobacterium haemolyticum	100
GCA_000711895.1	Photorhabdus australis	Photorhabdus asymbiotica	Photorhabdus laumondii	Photorhabdus australis	99.9955
GCA_000711955.1	Nevskia soli	Solimonas sp.	Nevskia soli	Nevskia soli	99.9999
GCA_000711965.1	Actinomyces israelii	Actinomyces sp.	Actinomyces israelii	Actinomyces israelii	99.9985
GCA_000711975.1	Desulfohalotomaculum alkaliphilum	--	Desulfohalotomaculum alkaliphilum	Desulfohalotomaculum alkaliphilum	99.9997
GCA_000711985.1	Pararheinheimera texasensis	--	Pararheinheimera texasensis	Rheinheimera texasensis	100
GCA_000712035.1	Salinicoccus luteus	Salinicoccus halodurans	Salinicoccus luteus	Salinicoccus luteus	100
GCA_000712165.1	Ureaplasma canigenitalium	--	Ureaplasma canigenitalium	Ureaplasma canigenitalium	100
GCA_000712175.1	Mycoplasma columbinum	Mycoplasma columbinum	Mycoplasma columbinum	Mycoplasma columbinum	100
GCA_000712185.1	Mycoplasma opalescens	--	Mycoplasma opalescens	Mycoplasma opalescens	99.999
GCA_000969705.1	Nitriliruptor alkaliphilus	Egicoccus halophilus	Nitriliruptor alkaliphilus	Nitriliruptor alkaliphilus	100
GCA_900167055.1	Lysobacter spongiicola	Lysobacter maris	Lysobacter spongiicola	Lysobacter spongiicola	100
GCA_900167065.1	Desulfovibrio bizertensis	--	Desulfovibrio bizertensis	Desulfovibrio bizertensis	99.9993
GCA_900167125.1	Desulfovibrio gracilis	--	Desulfovibrio gracilis	Desulfovibrio gracilis	100
GCA_900167155.1	Enterovibrio nigricans	Grimontia hollisae	Enterovibrio nigricans	Enterovibrio nigricans	100
GCA_900167165.1	Carboxydocella sporoproducens	Carboxydocella thermautotrophica	Carboxydocella thermautotrophica	Carboxydocella sporoproducens	100
GCA_900167195.1	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	100
