accession	organism specise	kmerfinder(Com)	kmerfinder(Type)	fIDBAC	ANI(%)
NCTC8883	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.7967
NCTC8895	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.7559
NCTC8900	Serratia plymuthica	Serratia plymuthica	Serratia plymuthica	Serratia plymuthica	94.8817
NCTC8960	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.7339
NCTC8984	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.1171
NCTC8985	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.8491
NCTC9002	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	99.738
NCTC9003	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.4875
NCTC9004	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	98.8829
NCTC9005	Escherichia coli	--	Shigella sonnei	Escherichia coli	98.9341
NCTC9006	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	98.974
NCTC9007	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	99.8272
NCTC9008	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.028
NCTC9009	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.6689
NCTC9010	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.494
NCTC9011	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.193
NCTC9012	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.447
NCTC9013	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.5555
NCTC9014	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.3138
NCTC9015	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.9789
NCTC9016	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.4942
NCTC9018	Escherichia coli (o antigen series)	Escherichia coli	Shigella sonnei	Escherichia coli	98.9931
NCTC9020	Escherichia coli (o antigen series)	Escherichia coli	Shigella sonnei	Escherichia coli	98.8361
NCTC9021	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.5584
NCTC9022	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	99.0318
NCTC9023	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	97.8865
NCTC9024	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.1665
NCTC9026	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.7425
NCTC9028	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.4429
NCTC9029	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.521
NCTC9030	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.5285
NCTC9031	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.1933
NCTC9032	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.6746
NCTC9033	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.3016
NCTC9034	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.9674
NCTC9035	Escherichia coli	--	Shigella sonnei	Escherichia coli	99.4649
NCTC9037	Escherichia coli serotypes: o antigen series	Escherichia coli	Shigella sonnei	Escherichia coli	99.5574
NCTC9038	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.5802
NCTC9040	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.3489
NCTC9041	Escherichia coli	--	Shigella sonnei	Escherichia coli	99.5948
NCTC9043	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.9945
NCTC9045	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.4408
NCTC9047	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.0988
NCTC9048	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.4993
NCTC9049	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.5934
NCTC9050	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	98.1791
NCTC9052	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.4317
NCTC9053	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.6038
NCTC9054	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.034
NCTC9055	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.6009
NCTC9056	Escherichia coli serotypes: o antigen series	Escherichia coli	Shigella sonnei	Escherichia coli	99.1327
NCTC9058	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.7228
NCTC9060	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.5097
NCTC9062	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.4618
NCTC9064	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.7839
NCTC9065	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.5342
NCTC9066	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.0346
NCTC9068	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.5205
NCTC9069	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.1307
NCTC9070	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.9795
NCTC9071	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.5533
NCTC9073	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.3738
NCTC9075	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	98.8301
NCTC9076	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.9377
NCTC9077	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	98.6274
NCTC9078	Escherichia coli	--	Shigella sonnei	Escherichia coli	98.5985
NCTC9079	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.6069
NCTC9080	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.1635
NCTC9081	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	98.6555
NCTC9082	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.0621
NCTC9084	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.657
NCTC9085	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	98.9251
NCTC9086	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.5115
NCTC9087	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.6485
NCTC9088	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.144
NCTC9089	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.9999
NCTC9091	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.9595
NCTC9092	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.5425
NCTC9096	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.8301
NCTC9097	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.6769
NCTC9098	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.7999
NCTC9099	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.5849
NCTC9100	Escherichia coli	--	Shigella sonnei	Escherichia coli	99.5619
NCTC9101	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.445
NCTC9102	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.5235
NCTC9103	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.0108
NCTC9104	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.6195
NCTC9105	Escherichia coli (o antigen series)	Escherichia coli	Shigella sonnei	Escherichia coli	98.9292
NCTC9107	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.3459
NCTC9108	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.6244
NCTC9109	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.5033
NCTC9110	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.0465
NCTC9111	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.7189
NCTC9112	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.1071
NCTC9113	Escherichia coli (o antigen series)	Escherichia coli	Shigella sonnei	Escherichia coli	99.0604
NCTC9114	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.2222
NCTC9116	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.6
NCTC9117	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.4085
NCTC9119	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.1048
NCTC9120	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	99.0331
NCTC9121	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.7767
NCTC9123	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.552
NCTC9128	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.0835
NCTC912	Pseudomonas putida	Pseudomonas sp.	Pseudomonas putida	Pseudomonas putida	87.917
NCTC9134	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	98.9589
NCTC9140	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	98.9901
NCTC9143	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.0366
NCTC9177	Klebsiella pneumoniae	Klebsiella variicola	Klebsiella variicola	Klebsiella variicola	99.0752
NCTC92	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.946
NCTC9309	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8746
NCTC9369	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8954
NCTC9380	Mannheimia haemolytica	Mannheimia haemolytica	Mannheimia haemolytica	Mannheimia haemolytica	100
NCTC9393	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0438
NCTC9419	Serratia rubidaea	Serratia rubidaea	Serratia rubidaea	Serratia rubidaea	99.0748
NCTC9433	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	98.7233
NCTC9434	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	99.7211
NCTC9494	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	98.999
NCTC9504	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	98.9937
NCTC9529	Cronobacter universalis	Cronobacter universalis	Cronobacter universalis	Cronobacter universalis	99.9999
NCTC9546	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.9085
NCTC9547	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.1055
NCTC9551	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0533
NCTC9552	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0417
NCTC9553	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.2946
NCTC9555	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.234
NCTC9556	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.8776
NCTC9601	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.767
NCTC9611	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.9001
NCTC9612	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.8935
NCTC9613	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.8751
NCTC9614	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.8978
NCTC9632	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.9798
NCTC9635	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.9733
NCTC9636	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.963
NCTC9637	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.9665
NCTC9645	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.4934
NCTC9656	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.0425
NCTC9657	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.6405
NCTC9660	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.062
NCTC9661	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.4339
NCTC9662	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.3177
NCTC9667	Enterobacter aerogenes	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.043
NCTC9668	Enterobacter aerogenes	Klebsiella variicola	Klebsiella variicola	Klebsiella variicola	99.1269
NCTC9684	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.9285
NCTC9695	Chromobacterium violaceum	Chromobacterium violaceum	Chromobacterium violaceum	Chromobacterium violaceum	98.5317
NCTC9699	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.1088
NCTC9701	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.514
NCTC9702	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	98.4655
NCTC9707	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	98.2912
NCTC9708	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.762
NCTC9752	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0908
NCTC9757	Chromobacterium violaceum	Chromobacterium violaceum	Chromobacterium violaceum	Chromobacterium violaceum	100
NCTC9775	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	98.2991
NCTC9776	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.5431
NCTC9777	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	97.9524
NCTC9828	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	99.0686
NCTC9855	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.7167
NCTC9868	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.5089
NCTC9944	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.3888
NCTC9948	Salmonella enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.2009
NCTC9961	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.5563
NCTC9962	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.1657
NCTC9963	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.122
NCTC9964	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.9488
NCTC9965	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.2567
NCTC9966	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.1606
NCTC9967	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.0314
NCTC9969	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.06
NCTC9997	Enterobacter aerogenes	Raoultella sp.	Raoultella terrigena	Raoultella terrigena	99.0331
NCTC10006	Enterobacter aerogenes	Klebsiella aerogenes	--	Klebsiella aerogenes	99.9941
NCTC10332	Pseudomonas aeruginosa	Pseudomonas aeruginosa	--	Pseudomonas aeruginosa	100
NCTC10384	Salmonella enterica subsp. enterica serovar Senftenberg	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.6919
NCTC10562	Fusobacterium nucleatum subsp. polymorphum	Fusobacterium nucleatum	Fusobacterium nucleatum	Fusobacterium nucleatum	100
NCTC10805	Citrobacter amalonaticus	Citrobacter amalonaticus	Citrobacter amalonaticus	Citrobacter amalonaticus	99.971
NCTC10807	Achromobacter xylosoxidans	Achromobacter xylosoxidans	--	Achromobacter xylosoxidans	100
NCTC10849	Citrobacter koseri	Citrobacter koseri	Citrobacter koseri	Citrobacter koseri	98.8552
NCTC11126	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.9678
NCTC11134	Nocardia farcinica	Nocardia farcinica	--	Nocardia farcinica	99.9995
NCTC11214	Serratia odorifera	Serratia odorifera	--	Serratia odorifera	99.9707
NCTC11351	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	100
NCTC11397	Corynebacterium diphtheriae	Corynebacterium diphtheriae	Corynebacterium diphtheriae	Corynebacterium diphtheriae	100
NCTC11467	Cronobacter sakazakii	Cronobacter sakazakii	Cronobacter sakazakii	Cronobacter sakazakii	99.997
NCTC11469	Yersinia intermedia	Yersinia intermedia	Yersinia intermedia	Yersinia intermedia	100
NCTC11471	Yersinia kristensenii	Yersinia frederiksenii	Yersinia kristensenii	Yersinia kristensenii	100
NCTC11802	Providencia rustigianii	Providencia rustigianii	--	Providencia rustigianii	99.9705
NCTC12120	Cedecea neteri	Cedecea neteri	--	Cedecea neteri	99.9672
NCTC12123	Enterobacter asburiae	Enterobacter asburiae	--	Enterobacter asburiae	99.9953
NCTC12124	Enterobacter amnigenus	Lelliottia amnigena	Lelliottia amnigena	Lelliottia amnigena	99.996
NCTC12125	Kluyvera intermedia	Kluyvera intermedia	Kluyvera intermedia	Kluyvera intermedia	99.9779
NCTC12126	Enterobacter cancerogenus	Enterobacter cancerogenus	Enterobacter cancerogenus	Enterobacter bugandensis	87.0834
NCTC12128	Escherichia fergusonii	Escherichia fergusonii	Escherichia fergusonii	Escherichia fergusonii	99.997
NCTC12129	Escherichia hermannii	Atlantibacter hermannii	Atlantibacter hermannii	Atlantibacter hermannii	99.9933
NCTC12130	Escherichia vulneris	Enterobacter sp.	Pseudescherichia vulneris	Escherichia vulneris	99.9885
NCTC12131	Yokenella regensburgei	Yokenella regensburgei	Yokenella regensburgei	Yokenella regensburgei	99.1613
NCTC12132	Moellerella wisconsensis	Providencia rettgeri	Moellerella wisconsensis	Moellerella wisconsensis	99.9876
NCTC12151	Leminorella richardii	Leminorella richardii	Leminorella richardii	Leminorella richardii	99.9957
NCTC12152	Leminorella grimontii	Leminorella richardii	Leminorella grimontii	Leminorella grimontii	99.9917
NCTC12157	Ewingella americana	Rahnella aquatilis	Ewingella americana	Ewingella americana	99.9871
NCTC12282	Budvicia aquatica	Pragia sp.	Budvicia aquatica	Budvicia aquatica	99.9619
NCTC12417	Salmonella enterica subsp. diarizonae	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.9473
NCTC12418	Salmonella enterica subsp. houtenae	Salmonella enterica	Salmonella enterica	Salmonella enterica	95.4013
NCTC12419	Salmonella bongori	Salmonella bongori	Salmonella bongori	Salmonella bongori	99.9989
NCTC12420	Salmonella enterica subsp. indica	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.983
NCTC12737	Proteus penneri	Proteus columbae	Proteus penneri	Proteus penneri	99.9945
NCTC12961	Serratia plymuthica	Serratia plymuthica	Serratia plymuthica	Serratia plymuthica	99.9871
NCTC12965	Serratia fonticola	Serratia fonticola	Serratia fonticola	Serratia fonticola	99.9999
NCTC12971	Serratia rubidaea	--	Serratia rubidaea	Serratia rubidaea	99.9939
NCTC12993	Kluyvera cryocrescens	Kluyvera intermedia	Kluyvera intermedia	Kluyvera cryocrescens	99.9723
NCTC12998	Raoultella planticola	Raoultella planticola	--	Raoultella planticola	99.9827
NCTC129	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.9899
NCTC13032	Leclercia adecarboxylata	--	--	Leclercia adecarboxylata	99.9891
NCTC13038	Raoultella terrigena	Raoultella terrigena	Raoultella terrigena	Raoultella planticola	85.6974
NCTC13307	Clostridioides difficile	Clostridioides difficile	--	Peptoclostridium difficile	99.999
NCTC13348	Salmonella enterica subsp. enterica serovar Typhimurium	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.9559
NCTC13400	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.9545
NCTC13435	Staphylococcus aureus	--	--	Staphylococcus aureus	99.0689
NCTC235	Morganella morganii	Morganella morganii	--	Morganella morganii	99.9971
NCTC4444	Salmonella enterica subsp. enterica	--	Salmonella enterica	Salmonella enterica	98.9408
NCTC4840	Salmonella enterica subsp. enterica	Salmonella enterica	--	Salmonella enterica	98.3766
NCTC5046	Klebsiella pneumoniae subsp. rhinoscleromatis	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.9258
NCTC5050	Klebsiella pneumoniae subsp. ozaenae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.9238
NCTC5713	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.9596
NCTC5773	Salmonella enterica subsp. salamae	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.9643
NCTC5798	Salmonella enterica subsp. enterica	--	Salmonella enterica	Salmonella enterica	98.912
NCTC6017	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.0173
NCTC6245	Salmonella enterica subsp. enterica	Salmonella enterica	--	Salmonella enterica	98.9714
NCTC7102	Salmonella enterica subsp. enterica	--	--	Salmonella enterica	98.7735
NCTC7295	Salmonella enterica subsp. arizonae	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.4872
NCTC7299	Salmonella enterica subsp. arizonae	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.2065
NCTC7300	Salmonella enterica subsp. arizonae	--	Salmonella enterica	Salmonella enterica	99.3734
NCTC7302	Salmonella enterica subsp. arizonae	Salmonella enterica	--	Salmonella enterica	99.0463
NCTC7303	Salmonella enterica subsp. arizonae	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.1141
NCTC7307	Salmonella enterica subsp. arizonae	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.2368
NCTC7308	Salmonella enterica subsp. arizonae	--	Salmonella enterica	Salmonella enterica	99.1989
NCTC7318	Salmonella enterica subsp. houtenae	Salmonella enterica	Salmonella enterica	Salmonella enterica	95.412
NCTC7323	Salmonella enterica subsp. arizonae	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.148
NCTC7404	Salmonella enterica subsp. enterica	--	Salmonella enterica	Salmonella enterica	98.6153
NCTC7411	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.0298
NCTC7465	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus pneumoniae	100
NCTC74	Salmonella enterica subsp. enterica serovar Typhimurium	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.9988
NCTC8143	Haemophilus influenzae	Haemophilus influenzae	Haemophilus influenzae	Haemophilus influenzae	100
NCTC8159	Mycobacterium smegmatis	--	Mycolicibacterium smegmatis	Mycolicibacterium smegmatis	100
NCTC8198	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	100
NCTC8532	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.9993
NCTC9001	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	99.9946
NCTC9381	Pantoea agglomerans	Pantoea agglomerans	Pantoea agglomerans	Pantoea agglomerans	99.9932
NCTC9750	Citrobacter freundii	Citrobacter freundii	Citrobacter freundii	Citrobacter freundii	99.9881
